mrp,selling_price,discount_percent,customer_rating,total_reviews,page_views,ad_spend_inr,is_sale_season,is_weekend,inventory_level,year,month,day,day_of_week,week_of_year,day_of_year,quarter,day_of_week_sin,day_of_week_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,discount_amount,price_discount_ratio,ad_spend_per_view,inventory_demand_ratio,inventory_gap,demand_lag_1,demand_lag_7,demand_lag_14,demand_lag_30,demand_rolling_7,demand_rolling_14,demand_rolling_30,demand_rolling_std_7,units_sold_lag_1,units_sold_lag_7,selling_price_lag_1,selling_price_change,inventory_lag_1,inventory_change,product_demand_rank
4999.0,2999.4,40,4.4,13821,12239,1327,0,1,126,2023,2,5,6,5,36,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,1999.6,0.3999999999999999,0.1084238908407549,0.6923076923076923,-56,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,3499.3,-499.9000000000001,227.0,-101.0,1.0
799.0,639.2,20,3.8,13281,6638,899,0,0,112,2023,2,6,0,6,37,1,0.0,1.0,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,159.79999999999995,0.1999999999999999,0.1354323591443205,1.1914893617021276,18,121.0,117.0,0.0,0.0,181.8571428571429,0.0,0.0,113.24078854580708,121.0,117.0,479.4,159.80000000000007,219.0,-107.0,1.0
1299.0,909.3,30,4.2,6259,8159,649,0,0,106,2023,2,7,1,6,38,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,389.7000000000001,0.3,0.079544061772276,0.905982905982906,-11,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,779.4,129.89999999999998,235.0,-129.0,1.0
13999.0,11199.2,20,4.0,7605,10314,1112,0,0,183,2023,2,8,2,6,39,1,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770629,2799.7999999999997,0.1999999999999999,0.1078146209036261,1.3357664233576645,46,163.0,192.0,0.0,0.0,154.57142857142858,0.0,0.0,30.10457962313564,126.0,192.0,11199.2,0.0,126.0,57.0,1.0
1299.0,909.3,30,4.3,9582,9655,1135,0,0,213,2023,2,9,3,6,40,1,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,389.7000000000001,0.3,0.1175556706369756,1.5434782608695652,75,117.0,112.0,0.0,0.0,134.28571428571428,0.0,0.0,21.815241504616942,106.0,112.0,909.3,0.0,106.0,107.0,1.0
1299.0,909.3,30,3.9,14052,17593,1997,0,0,226,2023,2,10,4,6,41,1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,389.7000000000001,0.3,0.1135110555334508,1.153061224489796,30,138.0,135.0,0.0,0.0,138.0,0.0,0.0,19.47648154398872,138.0,87.0,909.3,0.0,213.0,13.0,1.0
4999.0,2499.5,50,4.1,12928,11568,1641,0,1,319,2023,2,11,5,6,42,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,2499.5,0.5,0.141856846473029,1.910179640718563,152,182.0,114.0,0.0,0.0,132.28571428571428,0.0,0.0,25.06467823926921,126.0,96.0,2999.4,-499.9000000000001,126.0,193.0,1.0
799.0,559.3,30,4.2,14788,9595,1080,0,1,247,2023,2,12,6,6,43,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,239.70000000000005,0.3,0.1125586242834809,1.789855072463768,109,94.0,132.0,0.0,0.0,178.57142857142858,0.0,0.0,115.74232464524684,94.0,132.0,639.2,-79.90000000000009,112.0,135.0,1.0
799.0,639.2,20,4.0,14564,9958,1592,0,0,203,2023,2,13,0,7,44,1,0.0,1.0,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,159.79999999999995,0.1999999999999999,0.1598714601325567,1.677685950413223,82,138.0,161.0,0.0,0.0,179.42857142857142,0.0,0.0,115.36154348085724,138.0,161.0,559.3,79.90000000000009,247.0,-44.0,1.0
4999.0,2999.4,40,4.4,14959,11129,1812,0,0,186,2023,2,14,1,7,45,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.699458327051647,0.7146733860429609,1999.6,0.3999999999999999,0.1628178632401833,1.0689655172413792,12,167.0,109.0,0.0,0.0,139.85714285714286,0.0,0.0,26.579619833176523,167.0,109.0,2499.5,499.9000000000001,319.0,-133.0,1.0
4999.0,3999.2,20,3.8,7624,8638,1268,0,0,66,2023,2,15,2,7,46,1,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.7025274741691571,999.8000000000002,0.2,0.1467932391757351,0.6407766990291263,-37,174.0,124.0,0.0,0.0,149.14285714285714,0.0,0.0,25.32738025292374,174.0,124.0,2999.4,999.7999999999996,186.0,-120.0,1.0
4999.0,3999.2,20,4.2,5989,9369,1189,0,0,170,2023,2,16,3,7,47,1,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.7236440382959124,0.6901733882429719,999.8000000000002,0.2,0.1269078877148041,1.2056737588652482,29,103.0,140.0,0.0,0.0,146.14285714285714,0.0,0.0,29.672819051721245,66.0,140.0,3999.2,0.0,66.0,104.0,1.0
13999.0,11199.2,20,4.5,9054,10627,1566,0,0,71,2023,2,17,4,7,48,1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889,2799.7999999999997,0.1999999999999999,0.1473604968476522,0.5916666666666667,-49,137.0,121.0,0.0,0.0,146.71428571428572,0.0,0.0,25.53895250863071,137.0,121.0,11199.2,0.0,183.0,-112.0,1.0
4999.0,3999.2,20,4.2,14111,9839,1104,0,1,192,2023,2,18,5,7,49,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,999.8000000000002,0.2,0.112206525053359,1.641025641025641,75,141.0,140.0,0.0,0.0,146.28571428571428,0.0,0.0,29.640705601780624,141.0,111.0,3999.2,0.0,170.0,22.0,1.0
13999.0,9799.3,30,4.0,5559,16131,1899,0,1,332,2023,2,19,6,7,50,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.7583058084785624,0.6518989958787126,4199.700000000001,0.3,0.1177236377161986,1.9761904761904765,164,120.0,114.0,0.0,0.0,146.57142857142858,0.0,0.0,25.70899416454056,71.0,114.0,11199.2,-1399.9000000000017,71.0,261.0,1.0
13999.0,11199.2,20,4.3,7936,10472,1622,0,0,218,2023,2,20,0,8,51,1,0.0,1.0,0.8660254037844386,0.5000000000000001,0.7694148268839378,0.6387494220515272,2799.7999999999997,0.1999999999999999,0.1548892284186402,1.6029411764705883,82,168.0,143.0,0.0,0.0,154.28571428571428,0.0,0.0,22.1638916988442,168.0,109.0,9799.3,1399.9000000000017,332.0,-114.0,1.0
799.0,639.2,20,4.3,8067,11994,1372,0,0,125,2023,2,21,1,8,52,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463,159.79999999999995,0.1999999999999999,0.1143905285976321,0.9689922480620154,-4,121.0,168.0,0.0,0.0,173.71428571428572,0.0,0.0,117.39919688213982,121.0,168.0,639.2,0.0,203.0,-78.0,1.0
13999.0,8399.4,40,4.0,5854,9363,1542,0,0,296,2023,2,22,2,8,53,1,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001,0.7909456567567772,0.6118864012687243,5599.6,0.4,0.1646908042294136,1.9865771812080537,147,136.0,186.0,0.0,0.0,153.28571428571428,0.0,0.0,22.90352437009265,136.0,186.0,11199.2,-2799.800000000001,218.0,78.0,1.0
13999.0,9799.3,30,4.2,10139,11864,1592,0,0,254,2023,2,23,3,8,54,1,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.8013610881746766,0.5981809144059165,4199.700000000001,0.3,0.1341874578556979,1.6933333333333334,104,149.0,163.0,114.0,0.0,148.0,145.78571428571428,0.0,17.79513042005217,149.0,163.0,8399.4,1399.8999999999996,296.0,-42.0,1.0
1299.0,1039.2,20,4.5,6329,9399,1068,0,0,182,2023,2,24,4,8,55,1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.8115390590073611,0.5842981736283684,259.79999999999995,0.1999999999999999,0.1136291094797318,1.4918032786885247,60,196.0,138.0,0.0,0.0,146.71428571428572,0.0,0.0,29.15312610861418,196.0,138.0,909.3,129.9000000000001,226.0,-44.0,1.0
799.0,479.4,40,4.2,13175,12070,1157,0,1,155,2023,2,25,5,8,56,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.8214765533024142,0.5702422926917871,319.6,0.4,0.0958574979287489,0.945121951219512,-9,129.0,139.0,0.0,0.0,168.14285714285714,0.0,0.0,118.63449269560206,125.0,139.0,639.2,-159.80000000000007,125.0,30.0,1.0
4999.0,3499.3,30,3.9,6710,13573,1697,0,1,275,2023,2,26,6,8,57,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.8311706263658079,0.5560174366570446,1499.6999999999998,0.3,0.1250276283798718,1.6666666666666667,110,117.0,117.0,0.0,0.0,143.0,0.0,0.0,31.659648345067477,117.0,117.0,3999.2,-499.8999999999997,192.0,83.0,1.0
799.0,559.3,30,4.0,14751,13517,1865,0,0,148,2023,2,27,0,9,58,1,0.0,1.0,0.8660254037844386,0.5000000000000001,0.8406184056344782,0.5416278206559814,239.70000000000005,0.3,0.1379744026041281,0.9426751592356688,-9,164.0,435.0,0.0,0.0,171.71428571428572,0.0,0.0,117.98547126053882,155.0,347.0,479.4,79.89999999999998,155.0,-7.0,1.0
2990.0,2093.0,30,4.0,12593,14475,1938,0,0,163,2023,2,28,1,9,59,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.8498170915275278,0.5270777086423722,897.0,0.3,0.1338860103626943,1.101351351351351,15,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,2392.0,-299.0,236.0,-73.0,1.0
1299.0,1039.2,20,4.1,9925,8854,1253,0,0,213,2023,3,1,2,9,60,1,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,0.8587639582758029,0.5123714121284237,259.79999999999995,0.1999999999999999,0.1415179579850914,1.6136363636363635,81,122.0,137.0,0.0,0.0,144.42857142857142,0.0,0.0,30.544269199841413,122.0,119.0,1039.2,0.0,182.0,31.0,1.0
13999.0,8399.4,40,4.4,8252,6283,886,0,0,216,2023,3,2,3,9,61,1,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,0.8674563547295969,0.4975132889071806,5599.6,0.4,0.1410154384848002,1.6875,88,150.0,163.0,135.0,0.0,146.14285714285714,148.35714285714286,0.0,16.60751407675222,150.0,126.0,9799.3,-1399.8999999999996,254.0,-38.0,1.0
2990.0,2392.0,20,4.5,8810,11033,1184,0,0,105,2023,3,3,4,9,62,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.8758917051442429,0.4825077417612184,598.0,0.2,0.1073144203752379,0.8898305084745762,-13,148.0,121.0,0.0,0.0,142.0,0.0,0.0,16.743157806499145,148.0,121.0,2093.0,299.0,163.0,-58.0,1.0
799.0,639.2,20,4.4,10534,15162,1750,0,1,102,2023,3,4,5,9,63,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022,159.79999999999995,0.1999999999999999,0.1154201292705447,0.5698324022346368,-77,157.0,121.0,186.0,0.0,132.0,161.57142857142858,0.0,23.734644158557327,148.0,121.0,559.3,79.90000000000009,148.0,-46.0,1.0
2990.0,2093.0,30,4.2,7892,6047,970,0,1,132,2023,3,5,6,9,64,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.8919813464595485,0.4520722039323043,897.0,0.3,0.1604101207210186,1.1092436974789917,13,118.0,154.0,0.0,0.0,141.57142857142858,0.0,0.0,17.395949172696717,105.0,88.0,2392.0,-299.0,105.0,27.0,1.0
13999.0,11199.2,20,4.0,14529,15833,1871,0,0,303,2023,3,6,0,10,65,1,0.0,1.0,1.0,6.123233995736766e-17,0.8996308696522433,0.436651231956064,2799.7999999999997,0.1999999999999999,0.1181709088612391,1.7928994082840235,134,128.0,137.0,192.0,0.0,141.14285714285714,147.85714285714286,0.0,15.941858647687727,128.0,137.0,8399.4,2799.800000000001,216.0,87.0,1.0
799.0,399.5,50,4.5,12297,11107,1668,0,0,291,2023,3,7,1,10,66,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.907013812802636,0.4211008707960896,399.5,0.5,0.1501755649590348,1.81875,131,179.0,94.0,117.0,0.0,140.28571428571428,161.07142857142858,0.0,28.831200031183247,102.0,94.0,639.2,-239.70000000000005,102.0,189.0,1.0
799.0,559.3,30,3.9,6779,16045,1776,0,0,98,2023,3,8,2,10,67,1,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,0.9141279881853336,0.4054257283599973,239.70000000000005,0.3,0.1106886880648177,0.547486033519553,-81,160.0,138.0,132.0,0.0,149.71428571428572,164.14285714285714,0.0,20.862360730226587,160.0,138.0,399.5,159.79999999999995,291.0,-193.0,1.0
