date,asin,product_name,mrp,selling_price,discount_percent,customer_rating,total_reviews,page_views,ad_spend_inr,is_sale_season,is_weekend,inventory_level,units_sold,is_stockout,actual_demand
2023-01-16,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.0,12437,12616,1908,0,0,185,140,0,140
2023-01-17,B07HGH8D2R,HP Wireless Mouse,799.0,479.4,40,3.8,10623,14905,1934,0,0,235,168,0,168
2023-01-18,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,4.2,8355,10351,1636,0,0,119,119,1,137
2023-01-19,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.1,12334,9124,1451,0,0,146,121,0,121
2023-01-20,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.2,10306,11313,1576,0,0,266,139,0,139
2023-01-21,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.1,14018,7977,793,0,1,200,114,0,114
2023-01-22,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,7574,16119,1872,0,1,269,166,0,166
2023-01-23,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.2,13404,12761,1671,0,0,109,109,1,143
2023-01-24,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.3,13189,6935,972,0,0,111,111,1,140
2023-01-25,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,3.9,13887,10293,1516,0,0,200,123,0,123
2023-01-26,B07HGH8D2R,HP Wireless Mouse,799.0,239.7,70,4.2,12475,34797,5170,1,0,347,347,1,435
2023-01-27,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,8399.4,40,4.3,6726,17932,1943,0,0,191,186,0,186
2023-01-28,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.9,9514,9017,1321,0,1,232,128,0,128
2023-01-29,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,8399.4,40,4.0,14576,11123,1315,0,1,208,163,0,163
2023-01-30,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.2,8533,10395,1545,0,0,183,150,0,150
2023-01-31,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,779.4,40,4.2,5315,13245,1800,0,0,235,178,0,178
2023-02-01,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.3,13301,15086,1695,0,0,126,126,1,163
2023-02-02,B07HGH8D2R,HP Wireless Mouse,799.0,479.4,40,4.3,6156,5189,779,0,0,219,121,0,121
2023-02-03,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.9,6915,9378,1065,0,0,236,127,0,127
2023-02-04,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.5,8111,4979,654,0,1,227,117,0,117
2023-02-05,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.4,13821,12239,1327,0,1,126,126,1,182
2023-02-06,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,3.8,13281,6638,899,0,0,112,94,0,94
2023-02-07,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,909.3,30,4.2,6259,8159,649,0,0,106,106,1,117
2023-02-08,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.0,7605,10314,1112,0,0,183,137,0,137
2023-02-09,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,909.3,30,4.3,9582,9655,1135,0,0,213,138,0,138
2023-02-10,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,909.3,30,3.9,14052,17593,1997,0,0,226,196,0,196
2023-02-11,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2499.5,50,4.1,12928,11568,1641,0,1,319,167,0,167
2023-02-12,B07HGH8D2R,HP Wireless Mouse,799.0,559.3,30,4.2,14788,9595,1080,0,1,247,138,0,138
2023-02-13,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.0,14564,9958,1592,0,0,203,121,0,121
2023-02-14,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.4,14959,11129,1812,0,0,186,174,0,174
2023-02-15,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,3.8,7624,8638,1268,0,0,66,66,1,103
2023-02-16,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.2,5989,9369,1189,0,0,170,141,0,141
2023-02-17,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.5,9054,10627,1566,0,0,71,71,1,120
2023-02-18,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.2,14111,9839,1104,0,1,192,117,0,117
2023-02-19,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,9799.3,30,4.0,5559,16131,1899,0,1,332,168,0,168
2023-02-20,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.3,7936,10472,1622,0,0,218,136,0,136
2023-02-21,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.3,8067,11994,1372,0,0,125,125,1,129
2023-02-22,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,8399.4,40,4.0,5854,9363,1542,0,0,296,149,0,149
2023-02-23,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,9799.3,30,4.2,10139,11864,1592,0,0,254,150,0,150
2023-02-24,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,4.5,6329,9399,1068,0,0,182,122,0,122
2023-02-25,B07HGH8D2R,HP Wireless Mouse,799.0,479.4,40,4.2,13175,12070,1157,0,1,155,155,1,164
2023-02-26,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,3.9,6710,13573,1697,0,1,275,165,0,165
2023-02-27,B07HGH8D2R,HP Wireless Mouse,799.0,559.3,30,4.0,14751,13517,1865,0,0,148,148,1,157
2023-02-28,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.0,12593,14475,1938,0,0,163,148,0,148
2023-03-01,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,4.1,9925,8854,1253,0,0,213,132,0,132
2023-03-02,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,8399.4,40,4.4,8252,6283,886,0,0,216,128,0,128
2023-03-03,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.5,8810,11033,1184,0,0,105,105,1,118
2023-03-04,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.4,10534,15162,1750,0,1,102,102,1,179
2023-03-05,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.2,7892,6047,970,0,1,132,119,0,119
2023-03-06,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.0,14529,15833,1871,0,0,303,169,0,169
2023-03-07,B07HGH8D2R,HP Wireless Mouse,799.0,399.5,50,4.5,12297,11107,1668,0,0,291,160,0,160
2023-03-08,B07HGH8D2R,HP Wireless Mouse,799.0,559.3,30,3.9,6779,16045,1776,0,0,98,98,1,179
2023-03-09,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,3.9,6216,6837,873,0,0,240,129,0,129
2023-03-10,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,909.3,30,4.1,9129,11137,1326,0,0,269,147,0,147
2023-03-11,B07HGH8D2R,HP Wireless Mouse,799.0,399.5,50,4.2,12347,8456,1176,0,1,219,151,0,151
2023-03-12,B07HGH8D2R,HP Wireless Mouse,799.0,559.3,30,3.9,9990,7067,1216,0,1,154,127,0,127
2023-03-13,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.1,5983,14068,1829,0,0,322,175,0,175
2023-03-14,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.4,11760,10075,1123,0,0,133,133,1,136
2023-03-15,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,3.9,12100,12521,1305,0,0,104,104,1,150
2023-03-16,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,4.3,9483,11523,1483,0,0,205,146,0,146
2023-03-17,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.4,10674,10161,1284,0,0,135,134,0,134
2023-03-18,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.0,11497,5464,542,0,1,125,93,0,93
2023-03-19,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,4.2,15142,9484,780,0,1,224,141,0,141
2023-03-20,B07HGH8D2R,HP Wireless Mouse,799.0,399.5,50,4.2,12804,9374,1528,0,0,168,159,0,159
2023-03-21,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.0,12477,10416,1293,0,0,115,115,1,120
2023-03-22,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,649.5,50,3.8,6516,7887,1218,0,0,296,165,0,165
2023-03-23,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,3.8,10369,13999,1526,0,0,190,169,0,169
2023-03-24,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.1,12128,9289,1538,0,0,76,76,1,121
2023-03-25,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.0,8845,13872,1735,0,1,146,146,1,160
2023-03-26,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,9458,16327,1993,0,1,134,134,1,186
2023-03-27,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.4,7016,11840,1966,0,0,275,157,0,157
2023-03-28,B07HGH8D2R,HP Wireless Mouse,799.0,399.5,50,3.8,6991,8923,1123,0,0,151,151,1,154
2023-03-29,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.5,7812,10537,1446,0,0,149,142,0,142
2023-03-30,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,909.3,30,4.0,11733,12419,1933,0,0,217,157,0,157
2023-03-31,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.0,7095,8227,638,0,0,62,62,1,120
2023-04-01,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.1,5530,5281,671,0,1,147,94,0,94
2023-04-02,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.2,8763,14348,1618,0,1,327,184,0,184
2023-04-03,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.3,10532,9144,1087,0,0,127,127,1,128
2023-04-04,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.4,11692,12634,1297,0,0,83,83,1,159
2023-04-05,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,909.3,30,4.2,9509,10430,1100,0,0,172,138,0,138
2023-04-06,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,909.3,30,4.2,9955,6872,642,0,0,261,136,0,136
2023-04-07,B07HGH8D2R,HP Wireless Mouse,799.0,399.5,50,4.2,7258,8191,697,0,0,94,94,1,160
2023-04-08,B07HGH8D2R,HP Wireless Mouse,799.0,559.3,30,4.3,6213,10938,919,0,1,173,155,0,155
2023-04-09,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.3,10667,8561,695,0,1,184,134,0,134
2023-04-10,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.4,11656,11740,1447,0,0,205,140,0,140
2023-04-11,B07HGH8D2R,HP Wireless Mouse,799.0,559.3,30,4.1,9056,6213,629,0,0,101,101,1,119
2023-04-12,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,3.9,11469,7753,1314,0,0,202,126,0,126
2023-04-13,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.2,6290,7876,1492,0,0,127,120,0,120
2023-04-14,B07HGH8D2R,HP Wireless Mouse,799.0,399.5,50,4.3,8486,13088,1508,0,0,142,142,1,185
2023-04-15,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.4,7104,10598,1313,0,1,225,154,0,154
2023-04-16,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,3.9,11771,8453,616,0,1,133,133,1,143
2023-04-17,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,9799.3,30,4.4,13895,12825,1733,0,0,180,147,0,147
2023-04-18,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,3.9,7311,11831,1703,0,0,226,133,0,133
2023-04-19,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.0,8037,7157,655,0,0,127,127,1,130
2023-04-20,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.0,7086,12121,1664,0,0,186,129,0,129
2023-04-21,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,4.1,9854,9200,785,0,0,178,133,0,133
2023-04-22,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.3,11349,16710,1787,0,1,210,160,0,160
2023-04-23,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.3,8787,6887,586,0,1,123,118,0,118
2023-04-24,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,13858,12213,1577,0,0,140,140,1,149
2023-04-25,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,909.3,30,4.0,13312,6455,595,0,0,223,118,0,118
2023-04-26,B07HGH8D2R,HP Wireless Mouse,799.0,559.3,30,4.0,11495,6726,829,0,0,144,120,0,120
2023-04-27,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,4.4,6656,10248,1199,0,0,193,128,0,128
2023-04-28,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,909.3,30,4.0,6155,10962,1433,0,0,301,152,0,152
2023-04-29,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.5,6741,12058,1803,0,1,203,152,0,152
2023-04-30,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.2,7956,8104,736,0,1,85,85,1,128
2023-05-01,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,909.3,30,3.9,14356,6887,574,0,0,224,119,0,119
2023-05-02,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.3,6985,8605,841,0,0,92,92,1,125
2023-05-03,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,909.3,30,4.2,11502,8682,1320,0,0,253,129,0,129
2023-05-04,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.0,11310,10279,1886,0,0,109,109,1,148
2023-05-05,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,4.1,10787,4720,510,0,0,103,101,0,101
2023-05-06,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.5,11587,13142,1835,0,1,319,162,0,162
2023-05-07,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.4,12479,7104,864,0,1,94,94,1,110
2023-05-08,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.3,7020,7784,541,0,0,195,130,0,130
2023-05-09,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.3,8933,6790,601,0,0,119,119,1,142
2023-05-10,B07HGH8D2R,HP Wireless Mouse,799.0,479.4,40,4.3,13369,4089,511,0,0,138,113,0,113
2023-05-11,B07HGH8D2R,HP Wireless Mouse,799.0,479.4,40,4.3,12509,11905,1209,0,0,229,152,0,152
2023-05-12,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,3.8,10266,15417,1539,0,0,376,191,0,191
2023-05-13,B07HGH8D2R,HP Wireless Mouse,799.0,559.3,30,4.0,9826,10915,1128,0,1,186,143,0,143
2023-05-14,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,4.4,10791,12235,1682,0,1,261,149,0,149
2023-05-15,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.3,8385,10531,1485,0,0,74,74,1,143
2023-05-16,B07HGH8D2R,HP Wireless Mouse,799.0,559.3,30,4.3,14089,17442,1949,0,0,320,188,0,188
2023-05-17,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2499.5,50,3.8,15404,11203,1664,0,0,332,176,0,176
2023-05-18,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,9799.3,30,4.4,14865,7443,876,0,0,162,121,0,121
2023-05-19,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,8399.4,40,4.0,7464,14625,1952,0,0,242,181,0,181
2023-05-20,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,3.8,9911,8773,1316,0,1,218,158,0,158
2023-05-21,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,649.5,50,4.4,14550,12458,1903,0,1,152,152,1,183
2023-05-22,B07HGH8D2R,HP Wireless Mouse,799.0,399.5,50,4.3,11113,15237,1833,0,0,208,204,0,204
2023-05-23,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,3.8,11828,7555,553,0,0,124,124,1,128
2023-05-24,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,4.3,12741,9595,715,0,0,77,77,1,130
2023-05-25,B07HGH8D2R,HP Wireless Mouse,799.0,559.3,30,4.2,7365,10675,1880,0,0,94,94,1,132
2023-05-26,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.4,15187,15367,1784,0,0,293,157,0,157
2023-05-27,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.0,9410,10776,1699,0,1,134,134,1,137
2023-05-28,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.4,6753,13314,1785,0,1,248,162,0,162
2023-05-29,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,8399.4,40,4.4,7148,12750,1280,0,0,213,163,0,163
2023-05-30,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,649.5,50,4.1,10597,7870,1034,0,0,183,155,0,155
2023-05-31,B07HGH8D2R,HP Wireless Mouse,799.0,479.4,40,3.9,7853,14582,1781,0,0,97,97,1,170
2023-06-01,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,649.5,50,4.2,12462,8240,1199,0,0,236,148,0,148
2023-06-02,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,779.4,40,4.2,14895,9074,1493,0,0,96,96,1,151
2023-06-03,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.3,12950,9104,1230,0,1,208,118,0,118
2023-06-04,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.0,10031,10150,1643,0,1,256,155,0,155
2023-06-05,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,3.8,13278,11526,1378,0,0,120,120,1,126
2023-06-06,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.1,14175,9722,1622,0,0,141,135,0,135
2023-06-07,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,8399.4,40,4.3,8626,11566,1545,0,0,161,161,1,163
2023-06-08,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.3,11920,12937,1368,0,0,72,72,1,144
2023-06-09,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.0,7457,8693,1686,0,0,100,100,1,154
2023-06-10,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,9799.3,30,4.1,9090,9893,1583,0,1,273,151,0,151
2023-06-11,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,779.4,40,4.0,11138,9759,877,0,1,78,78,1,128
2023-06-12,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,7361,6709,1020,0,0,172,112,0,112
2023-06-13,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.0,9277,6195,1220,0,0,122,119,0,119
2023-06-14,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.2,15251,6951,510,0,0,104,104,1,129
2023-06-15,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,14278,15462,1833,0,0,243,167,0,167
2023-06-16,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.5,13530,5574,501,0,0,178,127,0,127
2023-06-17,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,3.9,12515,4716,589,0,1,151,92,0,92
2023-06-18,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.2,11586,8464,1134,0,1,105,105,1,130
2023-06-19,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2499.5,50,4.5,8896,9314,1607,0,0,94,94,1,176
2023-06-20,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,779.4,40,4.2,5531,9145,909,0,0,282,161,0,161
2023-06-21,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.0,7073,14883,1824,0,0,132,132,1,156
2023-06-22,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,8399.4,40,4.4,7872,9815,1194,0,0,232,167,0,167
2023-06-23,B07HGH8D2R,HP Wireless Mouse,799.0,399.5,50,4.5,14465,5471,534,0,0,278,144,0,144
2023-06-24,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,3.9,5680,13372,1456,0,1,98,98,1,159
2023-06-25,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.4,10228,7670,919,0,1,117,105,0,105
2023-06-26,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.3,6922,6905,685,0,0,84,84,1,129
2023-06-27,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.3,12426,6373,977,0,0,57,57,1,89
2023-06-28,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.4,10182,4886,817,0,0,136,106,0,106
2023-06-29,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.3,13756,4974,565,0,0,102,76,0,76
2023-06-30,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,11199.2,20,4.5,8914,8478,786,0,0,145,107,0,107
2023-07-01,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,3.9,11819,14387,1799,0,1,78,78,1,157
2023-07-02,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.9,8738,13141,1630,0,1,196,155,0,155
2023-07-03,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,9799.3,30,4.4,7474,9227,1119,0,0,182,139,0,139
2023-07-04,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.0,5833,9730,1296,0,0,133,130,0,130
2023-07-05,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.8,10140,7632,775,0,0,102,102,1,120
2023-07-06,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.5,10900,13717,1707,0,0,228,157,0,157
2023-07-07,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.5,6452,6285,874,0,0,174,93,0,93
2023-07-08,B07HGH8D2R,HP Wireless Mouse,799.0,559.3,30,4.4,6762,15467,1716,0,1,231,174,0,174
2023-07-09,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.2,6553,8969,844,0,1,72,72,1,145
2023-07-10,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,649.5,50,4.4,15089,13415,1592,0,0,157,157,1,190
2023-07-11,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.5,12497,8860,1084,0,0,272,140,0,140
2023-07-12,B09V4D4N5T,Samsung Galaxy M13 Smartphone,13999.0,9799.3,30,4.3,7243,7992,518,0,0,171,126,0,126
2023-07-13,B07X9Y3Q4S,Mi Power Bank 10000mAh,1299.0,1039.2,20,4.0,6033,10234,1224,0,0,264,133,0,133
2023-07-14,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.2,7022,7870,804,0,0,137,128,0,128
2023-07-15,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.1,12056,11549,1315,0,1,194,156,0,156
2023-07-16,B07HGH8D2R,HP Wireless Mouse,799.0,639.2,20,4.1,9987,11367,1816,0,1,142,142,1,146
2023-07-17,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.2,13803,6130,906,0,0,112,112,1,133
2023-07-18,B07HGH8D2R,HP Wireless Mouse,799.0,479.4,40,4.0,14500,4087,550,0,0,128,103,0,103
2023-07-19,B07HGH8D2R,HP Wireless Mouse,799.0,559.3,30,4.2,9207,9666,1250,0,0,211,137,0,137
