mrp,selling_price,discount_percent,customer_rating,total_reviews,page_views,ad_spend_inr,is_sale_season,is_weekend,inventory_level,year,month,day,day_of_week,week_of_year,day_of_year,quarter,day_of_week_sin,day_of_week_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,discount_amount,price_discount_ratio,ad_spend_per_view,inventory_demand_ratio,inventory_gap,demand_lag_1,demand_lag_7,demand_lag_14,demand_lag_30,demand_rolling_7,demand_rolling_14,demand_rolling_30,demand_rolling_std_7,units_sold_lag_1,units_sold_lag_7,selling_price_lag_1,selling_price_change,inventory_lag_1,inventory_change,product_demand_rank
4999.0,2499.5,50,4.1,16287,41878,6825,1,1,514,2024,10,6,6,40,280,4,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,-0.994217906893952,0.107381346664163,2499.5,0.5,0.1629733989206743,1.1030042918454936,48,387.0,162.0,147.0,116.0,280.57142857142856,207.78571428571428,169.23333333333332,117.86978287197148,387.0,132.0,2499.5,0.0,730.0,-216.0,1.0
4999.0,2499.5,50,4.2,10162,31918,4897,1,0,214,2024,10,15,1,42,289,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,-0.965739937654855,0.2595117970697994,2499.5,0.5,0.1534244000250642,0.5270935960591133,-192,466.0,158.0,126.0,153.0,324.0,230.57142857142856,180.9,122.8020086697824,466.0,158.0,2499.5,0.0,514.0,-300.0,1.0
4999.0,3999.2,20,4.2,8510,8241,968,0,0,103,2024,10,17,3,42,291,4,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.9562348265919058,0.2926003356333479,999.8000000000002,0.2,0.1174614731221939,0.7518248175182481,-34,406.0,148.0,145.0,146.0,359.42857142857144,250.57142857142856,189.33333333333331,100.71719009658857,214.0,148.0,2499.5,1499.6999999999998,214.0,-111.0,1.0
4999.0,2499.5,50,3.8,8654,11712,1574,0,1,336,2024,10,20,6,42,294,4,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,-0.9398560579418952,0.341570769167856,2499.5,0.5,0.1343920765027322,1.8770949720670391,157,137.0,400.0,126.0,128.0,357.85714285714283,250.0,189.03333333333333,104.5776084564768,103.0,273.0,3999.2,-1499.6999999999998,103.0,233.0,1.0
4999.0,3499.3,30,4.1,15517,7463,976,0,0,91,2024,10,23,2,43,297,4,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,-0.9209712877166348,0.3896304495307877,1499.6999999999998,0.3,0.1307785073026932,0.7711864406779662,-27,179.0,345.0,136.0,97.0,326.2857142857143,253.78571428571428,190.7333333333333,121.69321302043954,179.0,345.0,2499.5,999.8000000000002,336.0,-245.0,1.0
4999.0,2999.4,40,4.2,12712,10961,1565,0,1,128,2024,10,26,5,43,300,4,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,-0.8996308696522434,0.4366512319560638,1999.6,0.3999999999999999,0.1427789435270504,0.8533333333333334,-22,118.0,364.0,138.0,106.0,293.85714285714283,252.5,191.4333333333333,144.06413915501727,91.0,313.0,3499.3,-499.9000000000001,91.0,37.0,1.0
4999.0,1499.7,70,4.5,12982,33907,7356,1,0,850,2024,11,1,4,44,306,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,-0.8498170915275277,0.5270777086423724,3499.3,0.7000000000000001,0.2169463532603887,1.9675925925925928,418,150.0,387.0,127.0,156.0,263.2857142857143,253.3571428571429,192.9,149.3092029823952,128.0,387.0,2999.4,-1499.7,128.0,722.0,1.0
4999.0,1499.7,70,4.3,9684,24066,3388,1,0,259,2024,11,4,0,45,309,4,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.8214765533024145,0.5702422926917867,3499.3,0.7000000000000001,0.1407795229784758,0.7,-111,432.0,466.0,162.0,119.0,269.7142857142857,275.1428571428572,202.1,156.3273427626725,432.0,466.0,1499.7,0.0,850.0,-591.0,1.0
4999.0,2499.5,50,4.2,8245,39765,5172,1,0,399,2024,11,5,1,45,310,4,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,-0.8115390590073611,0.5842981736283683,2499.5,0.5,0.1300641267446246,0.9151376146788992,-37,370.0,406.0,158.0,197.0,256.0,290.0,210.46666666666667,139.54808012533408,259.0,214.0,1499.7,999.8,259.0,140.0,1.0
4999.0,2999.4,40,4.2,15262,15716,2364,1,0,174,2024,11,15,4,46,320,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,-0.6994583270516471,0.7146733860429608,1999.6,0.3999999999999999,0.1504199541868159,0.6170212765957447,-108,436.0,137.0,148.0,115.0,260.2857142857143,309.85714285714283,218.4333333333333,145.26609410057836,399.0,103.0,2499.5,499.9000000000001,399.0,-225.0,1.0
4999.0,3999.2,20,4.5,11192,9710,1820,0,1,182,2024,11,16,5,46,321,4,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,-0.6870527672236675,0.7266075247685652,999.8000000000002,0.2,0.1874356333676622,1.4918032786885247,60,282.0,179.0,400.0,162.0,281.0,319.42857142857144,224.0,134.71080134866688,174.0,179.0,2999.4,999.7999999999996,174.0,8.0,1.0
4999.0,3999.2,20,4.0,9796,11922,1928,0,1,98,2024,11,17,6,46,322,4,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.6744436188329457,0.7383263540031063,999.8000000000002,0.2,0.1617178325784264,0.7101449275362319,-40,122.0,118.0,345.0,121.0,272.85714285714283,299.57142857142856,222.66666666666663,143.3497222081119,122.0,91.0,3999.2,0.0,182.0,-84.0,1.0
4999.0,2499.5,50,4.4,11460,9651,1442,0,0,331,2024,11,25,0,48,330,4,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.5667017562911184,0.8239230057575536,2499.5,0.5,0.1494145684385038,1.9132947976878611,158,138.0,150.0,364.0,138.0,275.7142857142857,284.7857142857143,223.2333333333333,139.90677167994676,98.0,128.0,3999.2,-1499.6999999999998,98.0,233.0,1.0
4999.0,3999.2,20,4.3,12489,7045,708,0,0,63,2024,11,28,3,48,333,4,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,-0.5234156073655503,0.8520775211013093,999.8000000000002,0.2,0.1004968062455642,0.5675675675675675,-48,173.0,432.0,387.0,109.0,279.0,271.1428571428572,224.4,136.69552540835656,173.0,432.0,2499.5,1499.6999999999998,331.0,-268.0,1.0
4999.0,2999.4,40,4.1,8617,12150,1775,0,0,206,2024,12,6,4,49,341,4,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-0.4014879892059737,0.9158642882672868,1999.6,0.3999999999999999,0.1460905349794238,1.1704545454545454,30,111.0,370.0,466.0,143.0,233.14285714285717,251.42857142857144,224.46666666666667,130.51746827076258,63.0,259.0,3999.2,-999.7999999999996,63.0,143.0,1.0
4999.0,3999.2,20,4.2,10368,8084,917,0,1,216,2024,12,7,5,49,342,4,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,-0.3856634062436074,0.9226395488404876,999.8000000000002,0.2,0.113433943592281,1.894736842105263,102,176.0,436.0,406.0,162.0,205.42857142857144,230.7142857142857,225.56666666666663,116.45293347222174,176.0,399.0,2999.4,999.7999999999996,206.0,10.0,1.0
4999.0,3499.3,30,4.2,9735,11726,1760,0,0,145,2024,12,16,0,51,351,4,0.0,1.0,-2.4492935982947064e-16,1.0,-0.2386727660059499,0.9711000518829505,1499.6999999999998,0.3,0.150093808630394,0.9539473684210528,-7,114.0,282.0,137.0,147.0,159.42857142857142,209.8571428571429,223.96666666666667,60.21034557520578,114.0,174.0,3999.2,-499.8999999999997,216.0,-71.0,1.0
4999.0,2999.4,40,3.9,9666,10905,970,0,0,173,2024,12,23,0,52,358,4,0.0,1.0,-2.4492935982947064e-16,1.0,-0.1202080448993527,0.9927487224577402,1999.6,0.3999999999999999,0.0889500229252636,1.0949367088607596,15,152.0,122.0,179.0,126.0,140.85714285714286,210.92857142857144,224.13333333333333,26.98412231559228,145.0,122.0,3499.3,-499.9000000000001,145.0,28.0,1.0
4999.0,2999.4,40,4.3,10185,9423,1469,0,0,238,2024,12,27,4,52,362,4,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-0.0516196672232541,0.998666816288476,1999.6,0.3999999999999999,0.1558951501644911,1.4782608695652173,77,158.0,138.0,118.0,145.0,146.0,209.42857142857144,225.2,26.21068484416208,158.0,98.0,2999.4,0.0,173.0,65.0,1.0
4999.0,3999.2,20,4.1,7229,10399,1337,0,1,196,2024,12,28,5,52,363,4,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,-0.0344216116227458,0.9994074007397048,999.8000000000002,0.2,0.1285700548129628,1.53125,68,161.0,173.0,150.0,126.0,149.28571428571428,212.5,225.7333333333333,26.480900574528864,161.0,173.0,2999.4,999.7999999999996,238.0,-42.0,1.0
4999.0,3499.3,30,4.3,14581,6229,754,0,1,207,2024,12,29,6,52,364,4,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-0.0172133561558352,0.9998518392091162,1499.6999999999998,0.3,0.1210467169690159,1.6046511627906976,78,128.0,111.0,432.0,136.0,142.85714285714286,210.92857142857144,225.8,25.1954266447209,128.0,63.0,3999.2,-499.8999999999997,196.0,11.0,1.0
4999.0,3499.3,30,4.4,15376,8514,857,0,0,127,2024,12,31,1,1,366,4,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0.0172133561558339,0.9998518392091162,1499.6999999999998,0.3,0.1006577401926239,0.9921875,-1,129.0,176.0,370.0,138.0,145.42857142857142,189.28571428571428,225.56666666666663,22.13486799039852,129.0,176.0,3499.3,0.0,207.0,-80.0,1.0
4999.0,3999.2,20,4.2,12981,15680,1917,0,0,116,2025,1,2,3,1,2,1,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0.0344216116227457,0.9994074007397048,999.8000000000002,0.2,0.1222576530612244,0.725,-44,128.0,114.0,436.0,127.0,138.57142857142858,172.0,225.2333333333333,18.164591406149757,127.0,114.0,3499.3,499.8999999999997,127.0,-11.0,1.0
4999.0,3999.2,20,4.3,16428,7682,703,0,0,163,2025,1,7,1,2,7,1,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0.1202080448993527,0.9927487224577402,999.8000000000002,0.2,0.0915126269200728,1.3252032520325203,40,160.0,152.0,282.0,162.0,145.14285714285714,152.28571428571428,226.33333333333331,15.983622570499415,116.0,145.0,3999.2,0.0,116.0,47.0,1.0
4999.0,3999.2,20,4.1,9664,9919,1598,0,1,107,2025,1,11,5,2,11,1,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,0.1882267098432442,0.9821256058680006,999.8000000000002,0.2,0.1611049500957757,0.7985074626865671,-27,123.0,158.0,122.0,158.0,141.0,140.92857142857142,225.03333333333333,17.58787461103023,123.0,158.0,3999.2,0.0,163.0,-56.0,1.0
4999.0,3999.2,20,4.4,11013,6565,506,0,1,182,2025,1,12,6,2,12,1,-0.7818314824680299,0.6234898018587334,0.4999999999999999,0.8660254037844387,0.2051044998686192,0.9787400799669153,999.8000000000002,0.2,0.077075399847677,1.625,70,134.0,161.0,138.0,148.0,137.57142857142858,141.78571428571428,224.2333333333333,15.98809080594167,107.0,161.0,3999.2,0.0,107.0,75.0,1.0
4999.0,3999.2,20,4.4,7998,15842,1820,0,1,110,2025,1,18,5,3,18,1,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,0.304921224656289,0.9523775757303974,999.8000000000002,0.2,0.1148844842822875,0.6707317073170732,-54,112.0,128.0,173.0,400.0,130.57142857142858,139.92857142857142,223.03333333333333,14.695318334502693,112.0,128.0,3999.2,0.0,182.0,-72.0,1.0
4999.0,3999.2,20,4.1,12813,12421,1695,0,0,86,2025,1,21,1,4,21,1,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0.3536761221763716,0.9353679493131484,999.8000000000002,0.2,0.1364624426374688,0.5850340136054422,-61,164.0,129.0,111.0,345.0,135.71428571428572,139.28571428571428,215.16666666666663,19.2415720573472,110.0,129.0,3999.2,0.0,110.0,-24.0,1.0
4999.0,3999.2,20,4.2,11166,10240,1182,0,0,89,2025,1,27,0,5,27,1,0.0,1.0,0.4999999999999999,0.8660254037844387,0.4482293417404106,0.893918596519257,999.8000000000002,0.2,0.1154296875,0.7355371900826446,-32,147.0,128.0,176.0,364.0,138.28571428571428,141.85714285714286,208.56666666666663,19.39685787023465,86.0,127.0,3999.2,0.0,86.0,3.0,1.0
4999.0,3499.3,30,4.2,16797,9343,1443,0,0,204,2025,2,7,4,6,38,1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,1499.6999999999998,0.3,0.1544471797067323,1.511111111111111,69,121.0,160.0,114.0,387.0,137.28571428571428,137.92857142857142,200.46666666666667,20.180141110460163,89.0,116.0,3999.2,-499.8999999999997,89.0,115.0,1.0
4999.0,3499.3,30,4.2,14920,8489,1337,0,1,163,2025,2,9,6,6,40,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,1499.6999999999998,0.3,0.1574979385086582,1.3252032520325203,40,135.0,123.0,152.0,466.0,133.71428571428572,139.42857142857142,192.06666666666663,17.528208557581824,135.0,123.0,3499.3,0.0,204.0,-41.0,1.0
4999.0,2999.4,40,4.2,8785,15875,1846,0,0,180,2025,2,14,4,7,45,1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.699458327051647,0.7146733860429609,1999.6,0.3999999999999999,0.1162834645669291,0.9523809523809524,-9,123.0,134.0,158.0,406.0,133.71428571428572,137.35714285714286,180.63333333333333,17.528208557581824,123.0,107.0,3499.3,-499.9000000000001,163.0,17.0,1.0
4999.0,3999.2,20,4.4,10516,5698,952,0,0,75,2025,2,24,0,9,55,1,0.0,1.0,0.8660254037844386,0.5000000000000001,0.8115390590073611,0.5842981736283684,999.8000000000002,0.2,0.167076167076167,0.7894736842105263,-20,189.0,112.0,161.0,137.0,141.57142857142858,139.57142857142858,173.4,27.287708727905983,180.0,112.0,2999.4,999.7999999999996,180.0,-105.0,1.0
4999.0,3499.3,30,4.5,17110,12974,1230,0,0,267,2025,2,27,3,9,58,1,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.8406184056344782,0.5416278206559814,1499.6999999999998,0.3,0.0948049946045938,1.8413793103448275,122,95.0,164.0,128.0,179.0,139.14285714285714,134.85714285714286,172.0,30.87840977894068,75.0,110.0,3999.2,-499.8999999999997,75.0,192.0,1.0
4999.0,3999.2,20,4.5,8225,11454,1923,0,0,195,2025,2,28,4,9,59,1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.8498170915275278,0.5270777086423722,999.8000000000002,0.2,0.1678889470927187,1.4028776978417266,56,145.0,147.0,129.0,118.0,136.42857142857142,136.07142857142858,170.86666666666667,29.113897843109864,145.0,86.0,3499.3,499.8999999999997,267.0,-72.0,1.0
4999.0,3499.3,30,3.9,15343,10345,1117,0,0,234,2025,3,4,1,10,63,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022,1499.6999999999998,0.3,0.1079748670855485,1.647887323943662,92,139.0,121.0,128.0,150.0,135.28571428571428,136.78571428571428,171.56666666666666,28.784916685156794,139.0,89.0,3999.2,-499.8999999999997,195.0,39.0,1.0
4999.0,3999.2,20,4.5,9454,12913,1710,0,0,133,2025,3,5,2,10,64,1,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,0.8919813464595485,0.4520722039323043,999.8000000000002,0.2,0.1324246882986138,1.064,8,142.0,135.0,160.0,432.0,138.28571428571428,137.78571428571428,171.3,28.1348792172886,142.0,135.0,3499.3,499.8999999999997,234.0,-101.0,1.0
4999.0,3499.3,30,4.5,17315,10444,1375,0,0,234,2025,3,10,0,11,69,1,0.0,1.0,1.0,6.123233995736766e-17,0.9275416835791966,0.373719714790469,1499.6999999999998,0.3,0.1316545384909996,1.7205882352941178,98,125.0,123.0,123.0,370.0,136.85714285714286,135.28571428571428,161.06666666666666,28.57987970250248,125.0,123.0,3999.2,-499.8999999999997,133.0,101.0,1.0
4999.0,2999.4,40,4.2,13008,6615,1146,0,0,237,2025,3,14,4,11,73,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.9510565162951536,0.3090169943749474,1999.6,0.3999999999999999,0.1732426303854875,1.781954887218045,104,136.0,189.0,134.0,436.0,138.71428571428572,136.21428571428572,153.26666666666668,27.944673229521776,136.0,180.0,3499.3,-499.9000000000001,234.0,3.0,1.0
4999.0,2999.4,40,4.3,15488,15568,1998,0,0,381,2025,3,18,1,12,77,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.9700639218515072,0.2428497220959356,1999.6,0.3999999999999999,0.1283401849948612,1.9740932642487048,188,133.0,95.0,112.0,282.0,130.71428571428572,136.14285714285714,143.16666666666666,17.036375648537618,133.0,75.0,2999.4,0.0,237.0,144.0,1.0
4999.0,3999.2,20,4.4,10407,13275,1615,0,0,207,2025,3,19,2,12,78,1,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,0.9741004551724204,0.2261156855082882,999.8000000000002,0.2,0.1216572504708097,1.361842105263158,55,193.0,145.0,164.0,122.0,144.71428571428572,141.92857142857142,140.2,22.261433659389883,193.0,145.0,2999.4,999.7999999999996,381.0,-174.0,1.0
4999.0,2999.4,40,4.1,8457,6556,1167,0,0,171,2025,3,20,3,12,79,1,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,0.9778483415056568,0.2093146459630484,1999.6,0.3999999999999999,0.1780048810250152,1.3902439024390243,48,152.0,139.0,147.0,138.0,145.71428571428572,141.07142857142858,141.2,22.43296893498681,152.0,139.0,3999.2,-999.7999999999996,207.0,-36.0,1.0
4999.0,2499.5,50,3.9,13953,12871,1371,0,0,117,2025,3,21,4,12,80,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.9813064702716092,0.1924515819708299,2499.5,0.5,0.1065185300287468,0.6923076923076923,-52,123.0,142.0,121.0,173.0,143.42857142857142,139.35714285714286,140.7,23.992062179375825,123.0,142.0,2999.4,-499.9000000000001,171.0,-54.0,1.0
4999.0,2999.4,40,4.2,16763,6415,709,0,1,92,2025,3,22,5,12,81,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.9844738167520922,0.1755314904214282,1999.6,0.3999999999999999,0.1105222135619641,0.6764705882352942,-44,169.0,125.0,135.0,111.0,147.28571428571428,142.78571428571428,140.56666666666666,25.82449925758,117.0,125.0,2499.5,499.9000000000001,117.0,-25.0,1.0
4999.0,2499.5,50,3.8,7669,10227,1237,0,0,178,2025,3,26,2,13,85,1,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,0.994217906893952,0.107381346664163,2499.5,0.5,0.120954336560086,1.141025641025641,22,136.0,136.0,123.0,176.0,148.85714285714286,142.85714285714286,141.4,24.54539041197304,92.0,136.0,2999.4,-499.9000000000001,92.0,86.0,1.0
4999.0,3999.2,20,3.9,13997,7813,555,0,0,81,2025,4,3,3,14,93,2,0.4338837391175582,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0.9995462806873572,-0.0301203048469081,999.8000000000002,0.2,0.0710354537309612,0.7714285714285715,-24,156.0,133.0,189.0,114.0,151.71428571428572,145.21428571428572,140.73333333333332,23.95630943832437,156.0,133.0,2499.5,1499.6999999999998,178.0,-97.0,1.0
4999.0,3499.3,30,4.1,16674,15537,1856,0,1,207,2025,4,6,6,14,96,2,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0.9966589017541702,-0.0816763953304224,1499.6999999999998,0.3,0.1194567805882731,1.0952380952380951,18,105.0,193.0,95.0,152.0,147.71428571428572,139.21428571428572,140.43333333333334,29.335497755644376,81.0,193.0,3999.2,-499.8999999999997,81.0,126.0,1.0
4999.0,2999.4,40,4.3,7665,15614,1776,0,0,226,2025,5,20,1,21,140,2,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,0.6680638642135335,-0.7441039398713607,1999.6,0.3999999999999999,0.1137440758293838,1.153061224489796,30,189.0,152.0,145.0,158.0,147.14285714285714,145.92857142857142,141.66666666666666,28.32801070453374,189.0,152.0,3499.3,-499.9000000000001,207.0,19.0,1.0
4999.0,2999.4,40,4.4,16453,10759,1222,0,0,204,2025,5,22,3,21,142,2,0.4338837391175582,-0.900968867902419,0.4999999999999999,-0.8660254037844387,0.6420547132365637,-0.766658819300159,1999.6,0.3999999999999999,0.1135793289339157,1.3333333333333333,51,196.0,123.0,139.0,161.0,153.42857142857142,149.57142857142858,142.93333333333334,33.915862281323484,196.0,123.0,2999.4,0.0,226.0,-22.0,1.0
4999.0,2999.4,40,4.4,11746,5984,663,0,0,78,2025,5,29,3,22,149,2,0.4338837391175582,-0.900968867902419,0.4999999999999999,-0.8660254037844387,0.545240438540651,-0.8382797052177744,1999.6,0.3999999999999999,0.1107954545454545,0.5454545454545454,-65,153.0,169.0,142.0,128.0,157.71428571428572,150.57142857142858,142.66666666666666,31.21812660252717,153.0,117.0,2999.4,0.0,204.0,-126.0,1.0
4999.0,3999.2,20,4.2,12181,11802,1731,0,0,167,2025,5,30,4,22,150,2,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,0.5307300481619334,-0.8475409228928311,999.8000000000002,0.2,0.1466700559227249,1.237037037037037,32,143.0,136.0,125.0,129.0,154.0,150.64285714285714,143.16666666666666,31.198290551460023,78.0,92.0,2999.4,999.7999999999996,78.0,89.0,1.0
4999.0,2999.4,40,4.2,10411,7960,1209,0,0,274,2025,6,4,2,23,155,2,0.9749279121818236,-0.2225209339563143,1.2246467991473532e-16,-1.0,0.4559066935084588,-0.8900275764346767,1999.6,0.3999999999999999,0.1518844221105527,1.9027777777777777,130,135.0,156.0,136.0,128.0,153.85714285714286,151.35714285714286,143.36666666666667,31.29658432602793,135.0,156.0,3999.2,-999.7999999999996,167.0,107.0,1.0
4999.0,2499.5,50,4.3,11010,9476,1653,0,0,187,2025,6,6,4,23,157,2,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.4250003399695541,-0.9051931898913974,2499.5,0.5,0.1744406922752216,1.1333333333333333,22,144.0,105.0,133.0,160.0,152.14285714285714,151.92857142857142,143.9,31.487714913536948,144.0,81.0,2999.4,-499.9000000000001,274.0,-87.0,1.0
